pmid,year,title,authors,journal,is_research_article,relative_citation_ratio,nih_percentile,human,animal,molecular_cellular,apt,is_clinical,citation_count,citations_per_year,expected_citations_per_year,field_citation_rate,provisional,x_coord,y_coord,cited_by_clin,cited_by,references,doi
2430591,1990,Measurement of lower extremity kinematics during level walking.,"M P Kadaba, H K Ramakrishnan, M E Wootten",J Orthop Res,Yes,92.82,100.0,1.0,0.0,0.0,0.95,No,1566,50.516129032258064,0.5442122240108842,2.1346220007120853,No,0.0,1.0,"[24820681, 15858801, 20869141, 20093969, 28319872, 28754420, 12742444, 23414941, 29345541, 22661014, 21174254, 15685469, 21437967, 24200373, 24029800, 27646824, 15895330, 30300405, 15068184, 12880714, 29794756, 33856155, 22168430, 31075662, 24878846, 11114445, 24268570, 23916618, 29562560, 28084119, 21676644, 16169641, 9150028, 24636223, 27836677, 34684661, 23192416, 25372004, 25256253, 10661762, 31375380, 10627329, 29061169, 9161364, 19896383, 16675083, 19716637, 31164153, 15827359, 30130429, 16097553, 33546995, 29948373, 23916414, 22706968, 29792211, 28642097, 17056258, 22776685, 29277060, 16631283, 30904789, 30995268, 29408925, 26776930, 23044410, 16125994, 22095209, 15944882, 10575067, 26195621, 16457914, 28639171, 24016681, 27139255, 25957650, 16168997, 26278486, 11222936, 23968817, 24273298, 23283632, 8947402, 29183379, 15686289, 28301825, 26427110, 21777447, 21336953, 23258319, 15196525, 23366302, 26207975, 20473670, 31554503, 14522203, 22995151, 16214487, 20888096, 15954050, 25683307, 27770680, 23231828, 9344054, 33781101, 23408342, 9505248, 15275839, 25377767, 11813719, 34281611, 10348111, 29724537, 12880715, 22018581, 15320687, 25802966, 15303805, 24642050, 22425637, 24811543, 19944608, 22036664, 25399048, 16425836, 15564116, 33609960, 28052440, 26865531, 22923751, 16412642, 23033863, 16824762, 12831736, 30053857, 22124679, 25629691, 30724791, 23332578, 19913780, 25907146, 17467718, 15109762, 23529103, 22771230, 18325646, 23672380, 20801658, 28419537, 18614957, 20556412, 24884455, 12589613, 21491477, 15958217, 23097326, 16575603, 31731134, 22005964, 33862313, 17439651, 28551203, 29284521, 29587148, 12782989, 12502003, 15827766, 16378667, 29252842, 24618282, 12620784, 25213306, 29609157, 22244510, 26285089, 22625433, 29214918, 11445764, 12673148, 24112817, 24798610, 15475132, 29571091, 15164292, 12785439, 10853168, 15995262, 21200344, 15983125, 16445340, 25771182, 21484389, 27485675, 23518206, 25325166, 24212255, 10029333, 23928281, 15129412, 26979907, 32120947, 14970973]","[9796668, 26159802, 32921248, 23760039, 33091821, 12095117, 11194099, 19268945, 8158746, 32936288, 24820681, 15858801, 25898862, 20822836, 25500863, 32911488, 1959278, 27416607, 28849392, 25978943, 29434457, 20869141, 20093969, 23102422, 29293565, 28800713, 28319872, 11672713, 21475977, 27014116, 30233113, 24146700, 16621569, 23898682, 28888972, 33807746, 19616951, 27614614, 28704683, 21437717, 12165162, 30973056, 28754420, 29536559, 19952827, 14667950, 24731773, 32920448, 17850940, 23792632, 23584182, 16311035, 16439130, 28265506, 34548080, 26137896, 29175641, 27117010, 12880712, 19753234, 22943838, 26714257, 19880124, 8650929, 25482661, 23962528, 30847335, 12742444, 23414941, 25698350, 24346152, 27150530, 27682291, 16157483, 20719676, 33343380, 34303496, 21251834, 24787044, 8810708, 26920073, 20026945, 29345541, 22661014, 19633301, 21174254, 34471189, 15685469, 28278172, 27158051, 22895693, 21437967, 32001490, 30303555, 30841656, 30953917, 33906577, 24200373, 24029800, 11154936, 33814068, 21700352, 30820137, 26163347, 27398651, 29683017, 19585402, 26110347, 11437111, 27646824, 16112631, 29353743, 29694621, 24082862, 15895330, 25515226, 30300405, 15068184, 12880714, 29615963, 29794756, 15262634, 32334347, 23193323, 33856155, 19643710, 16312103, 19771285, 24257226, 30717630, 17155863, 34200358, 31078826, 22773525, 16157848, 23409022, 22168430, 23433546, 28499159, 31627118, 26665034, 31075662, 24878846, 25785956, 20483415, 15795209, 11114445, 21705257, 22968624, 18247230, 28171844, 15639394, 16191481, 30089686, 9596404, 24268570, 11544058, 26583129, 21212500, 24345892, 22488619, 20510984, 25978949, 19321344, 33744722, 23916618, 28012385, 22154277, 21096283, 28297184, 18978451, 29562560, 26276696, 20973631, 26003449, 28952850, 28084119, 24760898, 21169022, 21676644, 28593085, 30366244, 33421756, 32045719, 9850778, 21439831, 32257319, 26351118, 26371829, 25843480, 26549659, 18242996, 11716390, 20691972, 27902635, 29861784, 32067756, 31541064, 21102208, 28111069, 16394762, 16169641, 30787008, 20482248, 30799079, 29154692, 17960658, 24474884, 9150028, 11021053, 24636223, 26850437, 14654206, 31319373, 15979875, 31767371, 27836677, 21944781, 28844614, 26381196, 17374537, 7993616, 34684661, 31438758, 21212496, 25625226, 28324977, 16260141, 19345362, 19321348, 21162362, 17659289, 26851564, 23878269, 23192416, 29617331, 27185513, 29088668, 33072728, 33265919, 25372004, 20875695, 30145475, 15854214, 18358723, 25995601, 21076015, 19375706, 17462659, 30925526, 17084845, 15153589, 19692246, 31981934, 25256253, 10661762, 29215505, 22750355, 22742975, 27455417, 25895607, 31375380, 27475618, 10627329, 34042002, 34034285, 22814741, 8311681, 29061169, 34098149, 27590173, 9161364, 32452428, 19896383, 21132411, 30142452, 28748830, 33917619, 22473658, 16675083, 27156237, 15760746, 29536527, 22325644, 19716637, 20579000, 33510563, 34177547, 22915902, 26213185, 26169602, 23064734, 22163452, 29413794, 9150030, 25907262, 31164153, 17640348, 28254065, 16154410, 15827359, 28861034, 18972887, 29602303, 16806934, 20953926, 24866498, 22243987, 30130429, 16097553, 33546995, 23379928, 24746853, 29948373, 16998083, 23916414, 30839298, 24052028, 26666227, 26883302, 20402320, 11390052, 30577038, 27200342, 22706968, 24987344, 29792211, 20417296, 17572431, 26320760, 11675557, 28642097, 26270961, 30884444, 17056258, 16300949, 18790553, 26410502, 22776685, 24011797, 34120910, 29277060, 30265406, 16631283, 32507137, 18036597, 8872190, 10512448, 32877428, 32633614, 19107463, 20537900, 29035841, 28187305, 31427132, 12695958, 25547769, 25468683, 32074296, 30904789, 31147099, 25227539, 12704273, 12724593, 25003974, 30995268, 27131173, 22878968, 29991123, 32130443, 10664482, 29408925, 24408765, 29501914, 24445126, 10779119, 18712642, 32154240, 19969183, 10758295, 25441771, 32804868, 21697196, 25856277, 25640240, 23072052, 9517250, 26776930, 19405016, 28874974, 23363928, 11308059, 23044410, 15639398, 22157147, 23711985, 19204589, 31945635, 19748272, 15888720, 16125994, 23684101, 25262565, 27768783, 19818436, 25893334, 23454713, 23052280, 23294679, 26303993, 23283676, 23079144, 22095209, 29606023, 28466759, 33232909, 15944882, 34596438, 32863531, 31574408, 28367686, 29145886, 31029838, 20655226, 26696127, 10575067, 28926635, 23680427, 22463592, 29065674, 9801083, 19675988, 30010099, 31141448, 22808700, 11310788, 32497978, 23463290, 19842734, 11415789, 18289375, 34498548, 21330136, 26844935, 26195621, 27166954, 23041270, 22191438, 27142418, 29902714, 10200405, 25246849, 27079622, 26432547, 30777339, 20547061, 28490249, 29922374, 27414041, 16457914, 28639171, 27019585, 23357757, 16181950, 26469345, 25150554, 33316686, 28750263, 23790572, 24333292, 22735473, 22541943, 22364778, 23837005, 10675989, 24016681, 22503311, 17296132, 17275305, 24162866, 24344898, 22113736, 22921492, 19627953, 11415788, 33865216, 25514378, 18089919, 25456720, 19767548, 27871019, 28123360, 18614171, 29277025, 17271467, 9591998, 32693350, 22089479, 22995753, 29495600, 33731187, 27139255, 18786827, 18676145, 11129668, 32498380, 25957650, 18848700, 12711241, 22464635, 25800648, 22320057, 16168997, 10828334, 9001931, 18206374, 20655642, 17920272, 18330810, 30505834, 22224406, 17568443, 27408480, 32796135, 28392634, 19308601, 31417672, 26278486, 11222936, 29804814, 23968817, 24273298, 31718486, 22465583, 16181953, 19666202, 34288917, 17455123, 12748870, 31771783, 19887212, 26330951, 23791131, 32784760, 25866321, 23018029, 12757809, 31248456, 19560925, 26058561, 24967447, 34300534, 32903350, 26837933, 33529867, 10396818, 11201417, 31435223, 28355034, 18848739, 23283632, 27037283, 29953479, 16210581, 8947402, 29183379, 30005086, 16048426, 28882330, 23454045, 15686289, 29933182, 27479218, 26091555, 16087499, 29438911, 29037441, 12695953, 17162519, 32741097, 19091599, 24149561, 22964857, 27636354, 21112432, 32169005, 28301825, 11284564, 25548119, 27020749, 27264403, 32360555, 29886917, 22947639, 29413451, 26336875, 34368382, 2013596, 21784101, 26736785, 20060569, 26427110, 18430429, 25795269, 31121429, 11830381, 23151529, 32536795, 27015006, 8478351, 21777447, 24676526, 11239313, 32167417, 21480090, 9645524, 12297257, 15766424, 20471833, 11574256, 26579208, 21336953, 34034023, 24818734, 32529016, 23258319, 12409911, 21214348, 11934412, 21543687, 18791170, 23369663, 22766044, 15964759, 18255293, 18672243, 24705489, 28689681, 31252283, 32004952, 24910607, 23948331, 21659894, 33975136, 24259925, 8309227, 19699027, 11482369, 12770637, 11430791, 15196525, 28203142, 17276066, 12443954, 24890306, 19879764, 12610813, 15558383, 29989470, 19165696, 27941555, 21741243, 9619651, 8934325, 23366302, 11955500, 26207975, 28084870, 9147969, 23518001, 17601959, 16512912, 24424356, 28918357, 33620181, 20473670, 32299475, 32362862, 12724592, 25048279, 16128870, 31554503, 27111756, 21247765, 14522203, 24582514, 16733485, 18586141, 10469939, 26157213, 26589319, 10488869, 16838360, 22995151, 19615055, 30539115, 25023225, 24211221, 25732594, 19837536, 31733784, 25795650, 20298569, 33135504, 24387803, 21123070, 28002649, 18396048, 24334310, 33112850, 22942516, 26304640, 22469773, 20440022, 30354914, 21360362, 22672961, 24814597, 27852153, 10414762, 33562234, 33637124, 11166548, 21482116, 25202175, 26835547, 10998614, 9766740, 32887517, 23955818, 21515885, 29571089, 33016897, 28527386, 27613590, 31191712, 24432114, 16214487, 26632644, 26235514, 30001180, 20300011, 27475619, 20721326, 15842190, 25543099, 31301386, 19584757, 26146194, 19473844, 16159659, 27102147, 12424038, 29543116, 18245623, 24409015, 24825876, 20888096, 30527391, 32711889, 24934927, 30808499, 18023352, 20884968, 23422455, 30478347, 15954050, 33345108, 25683307, 28297175, 17912671, 23050703, 32082235, 9379273, 28411552, 33253292, 28964824, 25151405, 27770680, 24162795, 33224270, 25217494, 16199950, 23231828, 28366438, 33500901, 27783350, 31708244, 9344054, 7655474, 33835187, 17639337, 33781101, 11781017, 29103600, 23408342, 30703141, 25800981, 32553447, 23192252, 30033382, 30255540, 18076249, 32197789, 24548797, 34214865, 14992342, 9505248, 17626264, 29334869, 25812728, 25345466, 30400918, 15275839, 33296024, 30882279, 31733429, 27128766, 29753172, 18719753, 33925814, 25440186, 29922840, 24699979, 24518193, 30411998, 8784698, 26849868, 22198356, 30227951, 23767833, 27318454, 34358903, 23927830, 18258430, 20441835, 25792928, 20591433, 15046442, 19952814, 22257998, 25377767, 26535245, 24057114, 23672323, 26330122, 23433547, 31930140, 17604886, 21985990, 11813719, 26195171, 21288527, 19604016, 27878334, 28842793, 24359629, 24935172, 34552303, 22999376, 14522202, 34281611, 12218731, 27472822, 18295487, 30820136, 30408709, 26897650, 28866428, 10348111, 21905256, 18061197, 26997910, 10509680, 31740015, 24760937, 28419877, 22261013, 18405904, 32792511, 21842297, 31876453, 29724537, 27642045, 15639401, 14727704, 27592076, 30466324, 10675668, 12880715, 26240652, 32702015, 30203181, 30472525, 30274542, 32932077, 21873064, 23799100, 26687769, 24060048, 11869907, 25550186, 22018581, 33839425, 25547409, 11410174, 32919379, 18805527, 15320687, 17270759, 22964018, 26555714, 16565878, 27739568, 28784874, 19242979, 19747830, 32086046, 10998608, 28291516, 17466541, 16506903, 11092002, 25899103, 25802966, 23522872, 30596523, 33813186, 28171843, 17140796, 24524773, 15303805, 24642050, 17707643, 10567750, 33640221, 34474372, 24656413, 28790799, 18291404, 31280808, 27694591, 11266666, 15336920, 22813537, 9675692, 34456545, 18247247, 12535724, 22425637, 23486301, 8945662, 31733820, 16176843, 17155864, 29517187, 21160124, 25100487, 21491260, 23370765, 31078827, 9880184, 16002495, 16337420, 19478835, 20598434, 27942156, 23908425, 25360992, 22155064, 21502124, 31042141, 31783269, 24811543, 19442979, 28918356, 27065007, 27313480, 19944608, 11182127, 20095459, 32250333, 22036664, 7601876, 8522549, 23035766, 22473324, 16187250, 33832386, 29088667, 1744154, 24268756, 25385332, 16399515, 31125910, 29997724, 7806549, 23021254, 30570590, 31393309, 14992709, 10589868, 32564968, 21922954, 30999270, 25399048, 26468922, 30677708, 8798069, 25782076, 23572353, 16425836, 31688817, 15336293, 25734398, 16314099, 15923009, 16293257, 11371825, 33580289, 32491153, 34397399, 26171387, 21074628, 31683085, 29935734, 25501676, 27088430, 27106173, 24840031, 24687267, 30444797, 33236164, 15564116, 27264398, 26718063, 33609960, 30630627, 28052440, 15614067, 33300165, 29306147, 19146879, 17291764, 28816897, 33388485, 7657687, 26865531, 11415549, 22923751, 16412642, 23033863, 24855139, 32385415, 16824762, 30802643, 29702371, 26874198, 29164719, 20015582, 33063171, 32934207, 12831736, 15981867, 29861259, 9807707, 30053857, 34486236, 32871488, 26507523, 25809137, 25260863, 33928809, 16481170, 16765904, 33540795, 31547248, 11001413, 23773907, 14996556, 34022533, 23022030, 11347245, 24582515, 20870504, 29400674, 31994820, 33661440, 21536708, 30499862, 19765867, 34805115, 25827681, 20231744, 29114765, 10050957, 27138135, 21142325, 25224705, 22255930, 12633769, 24656919, 31357112, 34492504, 22124679, 25629691, 16557146, 34575209, 25075893, 29548817, 16730353, 20471145, 31068013, 31299498, 24001869, 30724791, 22398138, 19307121, 28873030, 31479929, 16886718, 33418480, 31832171, 17582647, 33548768, 28126693, 18286608, 9706195, 21458270, 25753695, 29473665, 26410477, 23223908, 30319029, 32217214, 31718522, 24239168, 12071261, 26270692, 16847783, 25054382, 10052917, 22138897, 24611807, 25677936, 22748470, 23332578, 19913780, 15947726, 15013083, 25907146, 25336170, 12724586, 20926295, 17467718, 12596646, 31390673, 34509912, 15109762, 18640041, 23529103, 17987752, 34432332, 15503702, 18395310, 29447910, 21507698, 26599296, 30452425, 29623042, 22771230, 24411925, 28641159, 27559938, 28269408, 18325646, 28806980, 11415530, 23636762, 23672380, 28427313, 28641160, 18460996, 20801658, 10823603, 26632404, 21086213, 22234709, 17108818, 25030101, 15955701, 21616668, 31019809, 25308319, 30706762, 28419537, 21386724, 25116648, 27067475, 8987268, 15531174, 26542970, 20737542, 24636718, 25708311, 23462499, 22808698, 29625413, 10521643, 33848706, 9482373, 11165283, 29879631, 34707122, 18608480, 18206395, 23756541, 28632060, 20103407, 18614957, 22844059, 15664674, 20556412, 24884455, 16579672, 31200291, 27671158, 12589613, 25133535, 28084861, 21491477, 19675994, 15288457, 21485019, 15958217, 23097326, 16483392, 17550874, 21629602, 20129786, 20176486, 30169988, 32738739, 29395747, 28157790, 16575603, 25753697, 32335468, 9075000, 31731134, 31317309, 28757238, 19034598, 22005964, 29708524, 16169000, 33862313, 31999980, 32330162, 28530460, 34030517, 25846806, 28271931, 27370782, 31614496, 18752956, 34161909, 28755679, 34034736, 23273965, 16139745, 26994119, 9401217, 25017327, 34307652, 26894916, 24423389, 22505136, 24431955, 19305961, 17439651, 18298188, 24556124, 33933913, 33626449, 17544273, 21508075, 32545227, 30883299, 28551203, 17621207, 33306502, 28768339, 15531057, 31572022, 24689772, 32768802, 28371786, 34123523, 30356529, 16084205, 29486363, 29284521, 8906646, 23228624, 31771784, 21296354, 23412900, 29864596, 34418864, 21844613, 29587148, 29660632, 21576718, 23032593, 24458334, 25349736, 25530505, 8809714, 12782989, 32178581, 12502003, 14676340, 26157201, 24857027, 25702092, 21592635, 18089917, 18006677, 26194031, 32050002, 24715858, 15827766, 28833500, 22133258, 26539830, 20378478, 30697509, 17585177, 34673448, 28612678, 32076882, 20047747, 12440802, 23407855, 24238978, 26841402, 16944475, 12633779, 24647501, 18771768, 34412111, 11733886, 16378667, 21924534, 24962528, 23052847, 32636004, 31421807, 29252842, 21493090, 24618282, 12620784, 24781926, 22522200, 11830383, 16449904, 33006368, 25213306, 17703941, 18515913, 24803494, 29609157, 25311452, 22660979, 19964333, 31561120, 22244510, 32298950, 23178037, 31835111, 27086117, 28728130, 26285089, 15703964, 19356766, 33620528, 18974995, 20541940, 20510613, 33984750, 20950901, 16876805, 29180480, 22625433, 18977566, 8885654, 12596645, 27436294, 29214918, 23062816, 32961508, 27825602, 28219845, 19464012, 25140100, 26378948, 19656683, 11445764, 27139005, 30902513, 18990618, 24718087, 30424811, 12673148, 28395170, 27551935, 28141537, 21715169, 24112817, 24798610, 29223103, 34411975, 27138360, 11847408, 34303070, 10473063, 22425638, 16139748, 28554054, 23263850, 23110228, 34433472, 15639392, 16226031, 22939410, 21899933, 31324248, 30922155, 15475132, 17921416, 24149381, 34034014, 21904273, 24001868, 27362757, 19999879, 11371824, 22068266, 29571091, 29287206, 31995786, 14710023, 27238226, 27819400, 26617675, 27131179, 27497755, 15164292, 12785439, 33276492, 34588967, 23475009, 22338978, 27870693, 27544619, 30639965, 10853168, 10919624, 21491257, 20971757, 33213931, 32807320, 27466987, 30474110, 8792240, 24499209, 20807383, 15292750, 28723790, 15639399, 15514512, 15995262, 21200344, 17945498, 15983125, 11249223, 23072781, 17010611, 29312124, 27420611, 27912747, 21131111, 31800637, 16445340, 24062222, 30356628, 22106197, 24247199, 12942233, 21993778, 20181481, 19665712, 11886831, 16456313, 25990573, 25771182, 20483413, 19796947, 11371657, 21484389, 17531364, 31143020, 27485675, 14974633, 23518206, 25325166, 15701611, 24212255, 29573793, 26550279, 27871017, 31608831, 26495814, 20417288, 33050782, 22018682, 30274539, 24400141, 28074440, 17414776, 10029333, 25069902, 30081601, 23928281, 16824530, 24830289, 15129412, 17665490, 23737262, 32340117, 28745974, 18072044, 31743872, 24582352, 25284013, 8231156, 26979907, 32120947, 23570549, 25328438, 9308329, 22086708, 27470227, 28601242, 14970973, 22498314, 18586143, 25786388, 21764486, 23267378, 28259613, 9684457, 17878782, 8618157, 10656976]","[5805410, 4528553, 6863337, 858723, 7364807, 6865355, 4055843, 7142241, 14129683, 6632832, 5055170, 893475, 3771585, 6865354, 4757490, 6511900, 15151864, 591522, 1254625, 4666098]",10.1002/jor.1100080310
6187253,1990,Effects of x-ray beam equalization on mammographic imaging.,"K L Lam, H P Chan",Med Phys,Yes,1.77,71.0,0.5,0.0,0.5,0.5,No,27,0.8709677419354839,0.4912418350978272,1.855482796903274,No,-0.4330127018922193,0.25,"[8621280, 10211065]","[10501065, 10705030, 12043795, 10548379, 22149832, 1886926, 8994163, 1396781, 18491538, 9650184, 15446786, 10844867, 8327668, 18218506, 8621280, 8946544, 17388174, 10211065, 10673949, 9114122, 12536094, 8289735, 9849389, 19887717, 8798174, 17821980, 15543791]","[3420279, 6709929, 3518365, 6646070, 20274431, 7275540, 5413910, 2917835, 6867102, 3237140]",10.1118/1.596502
7294542,1990,Relation of cytogenetic abnormalities and clinical outcome in metastatic melanoma.,"J M Trent, F L Meyskens, S E Salmon, K Ryschon, S P Leong, J R Davis, D L McGee",N Engl J Med,Yes,2.67,82.7,0.33,0.0,0.67,0.5,No,93,3.0,1.1248811653750372,5.19458567654874,No,-0.5773502691896257,0.0,[9155061],"[9666809, 16368560, 8970236, 9140447, 8053490, 8956780, 8062277, 8428043, 7512370, 11106819, 9619830, 1409423, 8564976, 11494118, 8356315, 8401492, 7882274, 8143489, 1486560, 1739630, 7902606, 9877103, 1381702, 7983622, 7923087, 9155061, 10599308, 2101727, 1873851, 8318693, 1805813, 8012984, 8117600, 8564736, 1394095, 1301994, 9258600, 22535842, 1671754, 1304832, 10862179, 10408704, 11005247, 21826607, 8221696, 1538480, 8431862, 1486222, 1293174, 8813145, 10897006, 15221868, 1777091, 8275453, 8625189, 1521229, 2215612, 17594688, 9608358, 8362968, 1346009, 8356334, 8970594, 9662248, 8014018, 8104022, 7780954, 8402563, 10955807, 1504926, 2394613, 8422622, 15676140, 7919546, 23480537, 22640435, 7959755, 21352258, 1871551, 9690566, 19188590, 10877980, 1596090, 21603363, 7518348, 1727655, 1427917, 16489058, 1437153, 9189093, 9491851, 1551088, 9462382]","[6850557, 3536075, 2676383, 2988138, 6883347, 2642739, 3337492, 4041569, 6690952, 3277704, 3943065, 6584203, 6949628, 3943110, 3888062]",10.1056/NEJM199005243222107
6573828,1990,ADD students with and without dyslexia differ in sensitivity to rhyme and alliteration.,"P T Ackerman, R A Dykman, M Y Gardner",J Learn Disabil,Yes,0.83,43.4,1.0,0.0,0.0,0.25,No,18,0.5806451612903226,0.7002064459455051,2.956668125030264,No,0.0,1.0,[2010680],"[7842833, 27616805, 10570694, 8492054, 8150884, 16170083, 10728901, 15493237, 10912834, 8283125, 10761351, 2010680, 11992193, 9109030, 8283130, 8777159, 7844478, 14720113]","[625341, 3690257, 7175040, 3558842, 6518354]",10.1177/002221949002300506
2430591,1990,Temporal representation of clinical algorithms using expert-system and database tools.,"D W Rucker, D J Maron, E H Shortliffe",Comput Biomed Res,Yes,1.05,52.0,0.0,0.0,0.0,0.05,No,15,0.4838709677419355,0.462460497588304,1.7038131603040865,No,0.0,-0.75,,"[1807692, 8770532, 9357728, 8563273, 9397339, 7950033, 8254263, 10730599, 7920970, 17317332, 7950034, 7686605, 7601543, 9499744, 8204334]",[3544509],10.1016/0010-4809(90)90018-8
6397084,1990,Chlamydial infection of subcutaneous conjunctival transplants in guinea pigs.,"R T Pham, M Sung, C R Dawson, J Schachter",Invest Ophthalmol Vis Sci,Yes,0.06,3.2,0.0,0.67,0.33,0.05,No,1,0.03225806451612903,0.5178724691723697,1.9958188251075002,No,0.28867513459481287,-0.5,,[7619997],"[3308760, 562356, 4736938, 3511151, 3805761, 3623841, 4576503, 14118043, 7031009, 2765392, 7012031, 2707861, 4915925]",
3620734,1990,Complete mass spectrometry/mass spectrometry data field acquisition on the chromatographic time scale by time-resolved ion momentum spectrometry with time-array detection.,"B A Eckenrode, J T Watson, C G Enke",Anal Chem,Yes,0.08,4.1,0.0,0.0,0.0,0.05,No,2,0.06451612903225806,0.7806840157328674,3.3807625146671687,No,0.0,-0.75,,"[8092481, 18187337]","[21902234, 6385250, 7280693]",10.1021/ac00213a003
3620734,1990,"Cell separation of Tethya aurantia, an analytical study of embryonic and differentiated sponge cells.","M P Zimmerman, M Hoberg, E Ayanoglu, C Djerassi",Lipids,Yes,0.42,22.5,0.0,0.67,0.33,0.05,No,5,0.16129032258064516,0.3866133490744425,1.3041198017735587,No,0.28867513459481287,-0.5,,"[8277824, 7968273, 11687224, 11087614, 8784746]","[2968121, 2761353, 2906395, 27519988, 27519233, 3036873, 3185105, 2578254, 6503622, 16591098, 4919112, 17805887, 3237003, 13986422, 329832, 14043825, 3120639, 938649, 358268, 28305154, 6146314, 6095092, 948253]",10.1007/BF02537981
3620734,1990,A hybrid classifier for automated radiologic diagnosis: preliminary results and clinical applications.,E Herskovits,Comput Methods Programs Biomed,Yes,0.06,3.0,1.0,0.0,0.0,0.05,No,1,0.03225806451612903,0.5855482335503999,2.352451263971462,No,0.0,1.0,,[18218446],"[1913572, 6030099, 3691157]",10.1016/0169-2607(90)90084-m
3812760,1990,Integrated expert systems and videodisc in surgical pathology: an overview.,"B N Nathwani, D E Heckerman, E J Horvitz, T L Lincoln",Hum Pathol,No,1.62,68.0,1.0,0.0,0.0,0.25,No,29,0.9354838709677419,0.5765807771083564,2.305195264859755,No,0.0,1.0,,"[1635470, 9308736, 2064714, 8130485, 7743320, 1409066, 9177813, 8178776, 2295501, 1398524, 8846713, 1683428, 7799818, 1500279, 1547627, 8346173, 8287629, 2210735, 9243070, 9308721, 2203687, 17523072, 11604903, 10632745, 8510895, 1898227, 8130595, 8220685, 8130512]","[3882893, 7104953, 383253, 3295519, 2941082, 3817804, 3840517, 3932778, 7035062, 7133054, 183112, 3949342, 2719799, 6433105, 6986078, 982034, 6948126, 6607475, 3537611, 2456141, 13668531, 3965631, 6376742, 2653156, 6986079, 6546505, 7048091, 6439038]",10.1016/0046-8177(90)90071-c
3812760,1986,The molecular biology computer research resource.,"T F Smith, K Gruskin, S Tolman, D Faulkner",Nucleic Acids Res,Yes,0.14,6.8,0.0,1.0,0.0,0.05,No,8,0.22857142857142856,1.6428559387795765,8.596263011098737,No,0.8660254037844386,-0.5,,"[3473480, 3453225, 2428036, 1699456, 1771233, 2186365, 2187795, 2560424]","[6701527, 6572363, 6546440, 6305770, 6163133, 16593289]",10.1093/nar/14.1.25
2562840,1986,Voltage-dependent gating of veratridine-modified Na channels.,"M D Leibowitz, J B Sutro, B Hille",J Gen Physiol,Yes,2.91,84.7,0.0,0.5,0.5,0.05,No,94,2.6857142857142855,0.922805881965739,4.7811287221201475,No,0.0,-0.5,,"[29950616, 1645393, 2720065, 19552689, 9826912, 1322451, 12626674, 9105239, 9053809, 1556167, 2553976, 8242233, 10871290, 18191403, 19556280, 22218500, 8894596, 2853977, 2434132, 17962978, 18083347, 1663585, 7913378, 1330809, 1663611, 7482534, 2445971, 1285006, 2165962, 2159827, 8688830, 2539040, 18996139, 2465692, 7721043, 2552397, 18716217, 1630592, 2154850, 8105077, 1318938, 29311306, 10784344, 10860762, 2436544, 12464386, 9425601, 16183913, 9082327, 8036908, 10564734, 2454286, 14756799, 2419478, 15233379, 2442297, 2445974, 2452970, 2449919, 2447990, 11483708, 7901775, 21774765, 19801532, 2446243, 2435162, 16595902, 7705438, 8147874, 7663974, 8383458, 2435846, 19474176, 8902550, 2279686, 10603430, 11309247, 11784730, 2539885, 12524436, 19430528, 2549548, 8546445, 7721044, 10574435, 10398870, 1846725, 9636091, 31255744, 2452666, 2536798, 7698192, 31951114, 1330608]","[6290951, 5641635, 4859290, 6247957, 383084, 6271947, 6299340, 6270310, 492538, 6281796, 6324911, 39111, 4541078, 6302198, 6294221, 2419478, 6324913, 925017, 6312369, 6271214, 238230, 1272460, 6263336, 6292915, 557992, 4577, 6276777, 1083424, 462545, 1122386, 6302518]",10.1085/jgp.87.1.25
2562840,1986,Slow permeation of organic cations in acetylcholine receptor channels.,"J A Sanchez, J A Dani, D Siemen, B Hille",J Gen Physiol,Yes,1.08,53.0,0.0,0.67,0.33,0.05,No,44,1.2571428571428571,1.1679740776855454,6.080135063702139,No,0.28867513459481287,-0.5,,"[11720990, 7519261, 1716679, 3174383, 2440979, 1913141, 2466967, 1597678, 19244513, 2067720, 7561740, 17572698, 9607933, 15181168, 26912995, 9201548, 7538803, 2474872, 1382118, 1708819, 2479739, 1715611, 8264559, 2476715, 2170596, 2439095, 2451751, 2431099, 9309209, 7678410, 8161686, 2452140, 1381975, 18690702, 10502654, 1690808, 7807522, 9806969, 12754307, 32754023, 2892208, 1663597, 7532704, 8083751]","[6251552, 301570, 6257897, 6308241, 307251, 6325934, 6113245, 486241, 4541078, 6247423, 306437, 6247422, 6324917, 315462, 2421791, 13431859, 6973006, 6315923, 6270629, 312319, 6278050, 6272092, 1194886, 6111796, 14946713, 722275, 6289251, 309943, 6478036, 943088, 1078602]",10.1085/jgp.87.6.985
